corpus_id,domain,subdomain,corpus_or_collection,current_primary_route,gita_press_partnership_role,confidence,direct_catalog_match_count,matched_product_codes_sample,matched_product_titles_sample,candidate_catalog_categories,potential_plan_change_if_signed,what_gita_press_can_supply,what_it_does_not_replace,fallback_if_partnership_fails,official_evidence_url,assessment_notes
COR-0088,02 Itihasa,Mahabharata translations and commentaries,Javanese Kakawin Bharatayuddha and related wayang textual corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_ROUTE_CHANGE,Only incidental or contextual Gita Press material if later identified.,The target's primary source population.,Acquire public-domain editions automatically; user purchases and permissions for protected translations,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0089,02 Itihasa,Bhagavad Gita,Bhagavad Gita root text — critical and vulgate editions,AGENT_DOWNLOAD_RIGHTS_REVIEW,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,223,1 | 3 | 5 | 6 | 7 | 8 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 19 | 20 | 21 | 22 | 23 | 26 | 27,Shrimad Bhagavad Gita Tattva Vivechani Hindi – Commentary | Gita Press Gorakhpur Publication | Gita Tattva Vivechani by Shri Jayadayal Ji Goyandka | Language: Hindi | Code: 3 | Gita Sadhak Sanjivani by Shri Swami Shriramsukhdas ji | Language: Hindi | Code: 5 | Shrimad Bhagavad Gita Sadhak Sanjivani Hindi – Commentary by Swami Ramsukhdas | Gita Press Gorakhpur Publication | Gita Sadhak Sanjivani by Shri Swami Shriramsukhdas ji | Language: Marathi | Code: 7 | Shrimad Bhagavad Gita–Darpan | Language: Hindi | Code: 8 | Shrimad Bhagavad Gita–Chintan | Language: Hindi | Code: 11 | Shrimad Bhagavad Gita - Padacchheda anvaya | Language: Gujarati | Code: 12,Books for Daily Practice and Worship | Devotee Characters | Picture-Stories | Puran Upanishad and Others | Ramayana | Ramchritmanas | Shri Hanuman Prasad Ji Poddar | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita | Swami Ramsukhdas Ji | Useful Books for All | Useful Books for Children,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Automatic for verified public domain; purchase/licence protected modern works,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0090,02 Itihasa,Bhagavad Gita,Shankaracharya Gita Bhashya,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_ROUTE_CHANGE,Only incidental or contextual Gita Press material if later identified.,The target's primary source population.,Automatic for verified public domain; purchase/licence protected modern works,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0091,02 Itihasa,Bhagavad Gita,Ramanuja Gita Bhashya,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_ROUTE_CHANGE,Only incidental or contextual Gita Press material if later identified.,The target's primary source population.,Automatic for verified public domain; purchase/licence protected modern works,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0092,02 Itihasa,Bhagavad Gita,Madhva Gita Bhashya and Tatparya,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_ROUTE_CHANGE,Only incidental or contextual Gita Press material if later identified.,The target's primary source population.,Automatic for verified public domain; purchase/licence protected modern works,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0093,02 Itihasa,Bhagavad Gita,Abhinavagupta Gitartha-samgraha,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_ROUTE_CHANGE,Only incidental or contextual Gita Press material if later identified.,The target's primary source population.,Automatic for verified public domain; purchase/licence protected modern works,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0094,02 Itihasa,Bhagavad Gita,Shridhara Svamin Subodhini,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_ROUTE_CHANGE,Only incidental or contextual Gita Press material if later identified.,The target's primary source population.,Automatic for verified public domain; purchase/licence protected modern works,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0095,02 Itihasa,Bhagavad Gita,Madhusudana Sarasvati Gudhartha Dipika,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_ROUTE_CHANGE,Only incidental or contextual Gita Press material if later identified.,The target's primary source population.,Automatic for verified public domain; purchase/licence protected modern works,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0096,02 Itihasa,Bhagavad Gita,Jnaneshwari/Bhavarthadipika,AGENT_DOWNLOAD_RIGHTS_REVIEW,A_DIRECT_PUBLISHED_EDITION_CANDIDATE,HIGH,2,859 | 1728,Shri Jnaneshwari (Parayan Prat) Marathi - Commentary on Bhagavad Gita by Sant Jnaneshwar | Gita Press Gorakhpur Publication | Sarth Gyanaswari – Authentic Commentary on Jnaneshwari | Language: Kannada | Code: 1728,Shrimad Bhagvadgita,PARTNERSHIP_FIRST_FOR_GITA_PRESS_EDITION; retain other editions and witnesses as separate requirements,"Catalog metadata, print/digital master, complete Gita Press edition, language variants, cover/illustrations and update history—subject to agreement.","Other publishers, critical editions, regional recensions not in catalog, or manuscript witnesses.",Automatic for verified public domain; purchase/licence protected modern works,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0097,02 Itihasa,Bhagavad Gita,Tilak Gita Rahasya,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_ROUTE_CHANGE,Only incidental or contextual Gita Press material if later identified.,The target's primary source population.,Automatic for verified public domain; purchase/licence protected modern works,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0098,02 Itihasa,Bhagavad Gita,Gandhi Anasaktiyoga,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_ROUTE_CHANGE,Only incidental or contextual Gita Press material if later identified.,The target's primary source population.,Automatic for verified public domain; purchase/licence protected modern works,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0099,02 Itihasa,Bhagavad Gita,Aurobindo Essays on the Gita,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_ROUTE_CHANGE,Only incidental or contextual Gita Press material if later identified.,The target's primary source population.,Automatic for verified public domain; purchase/licence protected modern works,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0100,02 Itihasa,Bhagavad Gita,Bhaktivedanta Swami Bhagavad-gita As It Is,AGENT_DOWNLOAD_RIGHTS_REVIEW,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,223,1 | 3 | 5 | 6 | 7 | 8 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 19 | 20 | 21 | 22 | 23 | 26 | 27,Shrimad Bhagavad Gita Tattva Vivechani Hindi – Commentary | Gita Press Gorakhpur Publication | Gita Tattva Vivechani by Shri Jayadayal Ji Goyandka | Language: Hindi | Code: 3 | Gita Sadhak Sanjivani by Shri Swami Shriramsukhdas ji | Language: Hindi | Code: 5 | Shrimad Bhagavad Gita Sadhak Sanjivani Hindi – Commentary by Swami Ramsukhdas | Gita Press Gorakhpur Publication | Gita Sadhak Sanjivani by Shri Swami Shriramsukhdas ji | Language: Marathi | Code: 7 | Shrimad Bhagavad Gita–Darpan | Language: Hindi | Code: 8 | Shrimad Bhagavad Gita–Chintan | Language: Hindi | Code: 11 | Shrimad Bhagavad Gita - Padacchheda anvaya | Language: Gujarati | Code: 12,Books for Daily Practice and Worship | Devotee Characters | Picture-Stories | Puran Upanishad and Others | Ramayana | Ramchritmanas | Shri Hanuman Prasad Ji Poddar | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita | Swami Ramsukhdas Ji | Useful Books for All | Useful Books for Children,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Automatic for verified public domain; purchase/licence protected modern works,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0101,02 Itihasa,Bhagavad Gita,Chinmayananda Bhagavad Gita commentary,AGENT_DOWNLOAD_RIGHTS_REVIEW,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,223,1 | 3 | 5 | 6 | 7 | 8 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 19 | 20 | 21 | 22 | 23 | 26 | 27,Shrimad Bhagavad Gita Tattva Vivechani Hindi – Commentary | Gita Press Gorakhpur Publication | Gita Tattva Vivechani by Shri Jayadayal Ji Goyandka | Language: Hindi | Code: 3 | Gita Sadhak Sanjivani by Shri Swami Shriramsukhdas ji | Language: Hindi | Code: 5 | Shrimad Bhagavad Gita Sadhak Sanjivani Hindi – Commentary by Swami Ramsukhdas | Gita Press Gorakhpur Publication | Gita Sadhak Sanjivani by Shri Swami Shriramsukhdas ji | Language: Marathi | Code: 7 | Shrimad Bhagavad Gita–Darpan | Language: Hindi | Code: 8 | Shrimad Bhagavad Gita–Chintan | Language: Hindi | Code: 11 | Shrimad Bhagavad Gita - Padacchheda anvaya | Language: Gujarati | Code: 12,Books for Daily Practice and Worship | Devotee Characters | Picture-Stories | Puran Upanishad and Others | Ramayana | Ramchritmanas | Shri Hanuman Prasad Ji Poddar | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita | Swami Ramsukhdas Ji | Useful Books for All | Useful Books for Children,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Automatic for verified public domain; purchase/licence protected modern works,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0102,02 Itihasa,Bhagavad Gita,Sivananda Bhagavad Gita commentary,AGENT_DOWNLOAD_RIGHTS_REVIEW,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,223,1 | 3 | 5 | 6 | 7 | 8 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 19 | 20 | 21 | 22 | 23 | 26 | 27,Shrimad Bhagavad Gita Tattva Vivechani Hindi – Commentary | Gita Press Gorakhpur Publication | Gita Tattva Vivechani by Shri Jayadayal Ji Goyandka | Language: Hindi | Code: 3 | Gita Sadhak Sanjivani by Shri Swami Shriramsukhdas ji | Language: Hindi | Code: 5 | Shrimad Bhagavad Gita Sadhak Sanjivani Hindi – Commentary by Swami Ramsukhdas | Gita Press Gorakhpur Publication | Gita Sadhak Sanjivani by Shri Swami Shriramsukhdas ji | Language: Marathi | Code: 7 | Shrimad Bhagavad Gita–Darpan | Language: Hindi | Code: 8 | Shrimad Bhagavad Gita–Chintan | Language: Hindi | Code: 11 | Shrimad Bhagavad Gita - Padacchheda anvaya | Language: Gujarati | Code: 12,Books for Daily Practice and Worship | Devotee Characters | Picture-Stories | Puran Upanishad and Others | Ramayana | Ramchritmanas | Shri Hanuman Prasad Ji Poddar | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita | Swami Ramsukhdas Ji | Useful Books for All | Useful Books for Children,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Automatic for verified public domain; purchase/licence protected modern works,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0103,02 Itihasa,Bhagavad Gita,Gita Press editions and translations,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_ROUTE_CHANGE,Only incidental or contextual Gita Press material if later identified.,The target's primary source population.,Automatic for verified public domain; purchase/licence protected modern works,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0104,02 Itihasa,Bhagavad Gita,Gita Supersite translation/commentary corpus,AGENT_DOWNLOAD_RIGHTS_REVIEW,D_NOT_A_REPLACEMENT,HIGH,0,,,,NO_ROUTE_CHANGE,Only incidental or contextual Gita Press material if later identified.,The target's primary source population.,Automatic for verified public domain; purchase/licence protected modern works,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0105,02 Itihasa,Ramayana Sanskrit,"Valmiki Ramayana — Baroda Critical Edition, 7 kandas",USER_BUY_PHYSICAL_SCAN,D_NOT_A_REPLACEMENT,HIGH,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Purchase critical/printed editions where open digital surrogate is incomplete; request reuse rights,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0106,02 Itihasa,Ramayana Sanskrit,Valmiki Ramayana — critical apparatus and appendices,USER_BUY_PHYSICAL_SCAN,D_NOT_A_REPLACEMENT,HIGH,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Purchase critical/printed editions where open digital surrogate is incomplete; request reuse rights,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0107,02 Itihasa,Ramayana Sanskrit,Valmiki Ramayana — Bombay/Nirnaya Sagara recension,USER_BUY_PHYSICAL_SCAN,D_NOT_A_REPLACEMENT,HIGH,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Purchase critical/printed editions where open digital surrogate is incomplete; request reuse rights,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0108,02 Itihasa,Ramayana Sanskrit,Valmiki Ramayana — Southern recension,USER_BUY_PHYSICAL_SCAN,D_NOT_A_REPLACEMENT,HIGH,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Purchase critical/printed editions where open digital surrogate is incomplete; request reuse rights,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0109,02 Itihasa,Ramayana Sanskrit,Valmiki Ramayana — Northwestern and Bengal recensions,USER_BUY_PHYSICAL_SCAN,D_NOT_A_REPLACEMENT,HIGH,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,NO_PRIMARY_ROUTE_CHANGE; optionally add a Gita Press popular edition if catalog-matched,"Popular edition, translation, illustration or devotional explanation only where a matching product exists.","Critical/recensional evidence, population census, official calendrics, inscriptions, media rights or consented fieldwork.",Purchase critical/printed editions where open digital surrogate is incomplete; request reuse rights,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0110,02 Itihasa,Ramayana Sanskrit,Adhyatma Ramayana,USER_BUY_PHYSICAL_SCAN,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Purchase critical/printed editions where open digital surrogate is incomplete; request reuse rights,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0111,02 Itihasa,Ramayana Sanskrit,Ananda Ramayana,USER_BUY_PHYSICAL_SCAN,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Purchase critical/printed editions where open digital surrogate is incomplete; request reuse rights,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0112,02 Itihasa,Ramayana Sanskrit,Adbhuta Ramayana,USER_BUY_PHYSICAL_SCAN,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Purchase critical/printed editions where open digital surrogate is incomplete; request reuse rights,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
COR-0113,02 Itihasa,Ramayana Sanskrit,Yoga Vasistha/Maharamayana — Laghu and Brihat forms,USER_BUY_PHYSICAL_SCAN,B_SUPPLEMENTARY_PUBLISHED_SOURCE,MEDIUM,78,74 | 75 | 76 | 77 | 78 | 114 | 223 | 232 | 262 | 452 | 453 | 583 | 675 | 768 | 833 | 845 | 924 | 933 | 967 | 981,Adhyatmaramayana  (Hindi) | Shrimad Valmiki Ramayana Hindi - (Part 1) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi (Part 2) – Illustrated Hindi Translation | Gita Press Gorakhpur Publication | Shrimad Valmiki Ramayana Hindi  | Gita Press Gorakhpur Publication | Srimad Valmiki Ramayana Sunderkand by | Language: Sanskrit | Code: 78 | Vairagyasandipani and Barvai Ramayana  (Hindi) | Mula Ramayana  (Hindi) | Shri Ramgīta -Teachings of Lord Rama to Lakshmana from the Valmiki Ramayana | Language: Hindi | Code: 232,Books for Daily Practice and Worship | Literature of Tulsidas | Picture-Stories | Ramayana | Ramchritmanas | Republished Special Issues of 'KALYAN' | Shri Jayadayal Ji Goyandka | Shrimad Bhagvadgita,ADD_GITA_PRESS_AS_SUPPLEMENTARY_SOURCE; do not close the master target on this evidence alone,"A relevant published treatment, translation, commentary, story or devotional edition.",The complete multi-tradition corpus target and its non-Gita-Press versions.,Purchase critical/printed editions where open digital surrogate is incomplete; request reuse rights,https://gitapress.org/catalogue,Role is an acquisition overlay. It does not mark the target complete and does not merge distinct editions.
