gretil_item_id,language_section,category_path,catalogue_title,catalogue_context,downloadable_url_count,downloadable_urls,all_links,restricted_download_noted,converted_files_unavailable,expired_source_noted,agent_can_download_now,acquisition_route,public_use_status,next_action,catalogue_source_url
GRE-00136,Sanskrit,Sanskrit > Religious Literature > Saiva (see also Philosophy / Saiva),"Cakrapaninatha: Bhavopaharastotra, with Ramyadeva Bhatta's Vivarana (input by Somadeva Vasudeva)","Cakrapaninatha: Bhavopaharastotra, with Ramyadeva Bhatta's Vivarana (input by Somadeva Vasudeva) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt) (also included in Cumulative Pada Index )",3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_cakrapANinAtha-bhAvopahArastotra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_cakrapANinAtha-bhAvopahArastotra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_cakrapANinAtha-bhAvopahArastotra.txt,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_cakrapANinAtha-bhAvopahArastotra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_cakrapANinAtha-bhAvopahArastotra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_cakrapANinAtha-bhAvopahArastotra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_cakrapANinAtha-bhAvopahArastotra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_cakrapANinAtha-bhAvopahArastotra.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00137,Sanskrit,Sanskrit > Religious Literature > Saiva (see also Philosophy / Saiva),Devikalottara-Agama [Devikalottaragama] (input by Dominic Goodall),Devikalottara-Agama [Devikalottaragama] (input by Dominic Goodall) Download from Pondicherry server TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt) (also included in Cumulative Pada Index ),4,http://apps.ifpindia.org/Electronic-Sanskrit-Texts-The-Texts-on-offer.html | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_devIkAlottarAgama.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_devIkAlottarAgama.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_devIkAlottarAgama.txt,http://apps.ifpindia.org/Electronic-Sanskrit-Texts-The-Texts-on-offer.html | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_devIkAlottarAgama.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_devIkAlottarAgama.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_devIkAlottarAgama.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_devIkAlottarAgama.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_devIkAlottarAgama.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00138,Sanskrit,Sanskrit > Religious Literature > Saiva (see also Philosophy / Saiva),"Goraksanatha ( = Gorakhnath): Amaraughasasana, with commentary (input by Oliver Hellwig)","Goraksanatha ( = Gorakhnath): Amaraughasasana, with commentary (input by Oliver Hellwig) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt)",3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_gorakSanAtha-AmaraughazAsana-comm.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_gorakSanAtha-AmaraughazAsana-comm.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_gorakSanAtha-AmaraughazAsana-comm.txt,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_gorakSanAtha-AmaraughazAsana-comm.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_gorakSanAtha-AmaraughazAsana-comm.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_gorakSanAtha-AmaraughazAsana-comm.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_gorakSanAtha-AmaraughazAsana-comm.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_gorakSanAtha-AmaraughazAsana-comm.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00139,Sanskrit,Sanskrit > Religious Literature > Saiva (see also Philosophy / Saiva),"Goraksanatha ( = Gorakhnath): Goraksasataka, 2 versions! (input by …)","Goraksanatha ( = Gorakhnath): Goraksasataka, 2 versions! (input by …) Download from Gaudiya Grantha Mandira Based on ed. by S. Kuvalayananda & S. A. Shukla's (Lonavla) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt) Based on ed. by G. W. Briggs TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt) COMBINED PADA INDEX gorst_iu.htm (also included in Cumulative Pada Index )",7,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_gorakSanAtha-gorakSazataka.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_gorakSanAtha-gorakSazataka.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_gorakSanAtha-gorakSazataka.txt | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_gorakSazataka-alt.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_gorakSazataka-alt.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_gorakSazataka-alt.txt | https://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/gorst_iu.htm,http://www.granthamandira.com/ | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_gorakSanAtha-gorakSazataka.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_gorakSanAtha-gorakSazataka.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_gorakSanAtha-gorakSazataka.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_gorakSanAtha-gorakSazataka.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_gorakSanAtha-gorakSazataka.txt | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_gorakSazataka-alt.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_gorakSazataka-alt.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_gorakSazataka-alt.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_gorakSazataka-alt.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_gorakSazataka-alt.txt | https://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/gorst_iu.htm | https://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/gorst_iu.htm,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00140,Sanskrit,Sanskrit > Religious Literature > Saiva (see also Philosophy / Saiva),Jnanasambhu: Sivapujastava (input by Dominic Goodall),Jnanasambhu: Sivapujastava (input by Dominic Goodall) Download from Pondicherry server TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt) (also included in Cumulative Pada Index ),4,http://apps.ifpindia.org/Electronic-Sanskrit-Texts-The-Texts-on-offer.html | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_jJAnazambhu-zivapUjAstava.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_jJAnazambhu-zivapUjAstava.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_jJAnazambhu-zivapUjAstava.txt,http://apps.ifpindia.org/Electronic-Sanskrit-Texts-The-Texts-on-offer.html | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_jJAnazambhu-zivapUjAstava.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_jJAnazambhu-zivapUjAstava.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_jJAnazambhu-zivapUjAstava.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_jJAnazambhu-zivapUjAstava.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_jJAnazambhu-zivapUjAstava.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00141,Sanskrit,Sanskrit > Religious Literature > Saiva (see also Philosophy / Saiva),Karatoyamahatmya (input by Arlo Griffiths),Karatoyamahatmya (input by Arlo Griffiths) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt),3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_karatoyAmAhAtmya.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_karatoyAmAhAtmya.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_karatoyAmAhAtmya.txt,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_karatoyAmAhAtmya.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_karatoyAmAhAtmya.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_karatoyAmAhAtmya.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_karatoyAmAhAtmya.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_karatoyAmAhAtmya.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00142,Sanskrit,Sanskrit > Religious Literature > Saiva (see also Philosophy / Saiva),Kalhana: Ardhanarisvarastotra (input by Walter Slaje),Kalhana: Ardhanarisvarastotra (input by Walter Slaje) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt),3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_kalhaNa-ardhanarIzvarastotra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_kalhaNa-ardhanarIzvarastotra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_kalhaNa-ardhanarIzvarastotra.txt,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_kalhaNa-ardhanarIzvarastotra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_kalhaNa-ardhanarIzvarastotra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_kalhaNa-ardhanarIzvarastotra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_kalhaNa-ardhanarIzvarastotra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_kalhaNa-ardhanarIzvarastotra.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00143,Sanskrit,Sanskrit > Religious Literature > Saiva (see also Philosophy / Saiva),"Kirana-Tantra, Chapters 1-6 (input by Dominic Goodall)","Kirana-Tantra, Chapters 1-6 (input by Dominic Goodall) Download from Pondicherry server With the commentary of Ramakantha TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt) (also included in Cumulative Pada Index )",4,http://apps.ifpindia.org/Electronic-Sanskrit-Texts-The-Texts-on-offer.html | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_kiraNatantra1-6.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_kiraNatantra1-6.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_kiraNatantra1-6.txt,http://apps.ifpindia.org/Electronic-Sanskrit-Texts-The-Texts-on-offer.html | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_kiraNatantra1-6.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_kiraNatantra1-6.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_kiraNatantra1-6.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_kiraNatantra1-6.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_kiraNatantra1-6.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00144,Sanskrit,Sanskrit > Religious Literature > Saiva (see also Philosophy / Saiva),Kubjikamatatantra (input by Somadeva Vasudeva),Kubjikamatatantra (input by Somadeva Vasudeva) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt) (also included in Cumulative Pada Index ),3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_kubjikamatatantra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_kubjikamatatantra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_kubjikamatatantra.txt,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_kubjikamatatantra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_kubjikamatatantra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_kubjikamatatantra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_kubjikamatatantra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_kubjikamatatantra.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00145,Sanskrit,Sanskrit > Religious Literature > Saiva (see also Philosophy / Saiva),Malinivijayottaratantra (input by Somadeva Vasudeva),Malinivijayottaratantra (input by Somadeva Vasudeva) Download from INDOLOGY's Virtual e-Text Archive TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt),3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_mAlinIvijayottaratantra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_mAlinIvijayottaratantra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_mAlinIvijayottaratantra.txt,http://www.indology.info/etexts/ | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_mAlinIvijayottaratantra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_mAlinIvijayottaratantra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_mAlinIvijayottaratantra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_mAlinIvijayottaratantra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_mAlinIvijayottaratantra.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00146,Sanskrit,Sanskrit > Religious Literature > Saiva (see also Philosophy / Saiva),Matrkabhedatantra (input by Oliver Hellwig),Matrkabhedatantra (input by Oliver Hellwig) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt),3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_mAtRkAbhedatantra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_mAtRkAbhedatantra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_mAtRkAbhedatantra.txt,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_mAtRkAbhedatantra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_mAtRkAbhedatantra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_mAtRkAbhedatantra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_mAtRkAbhedatantra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_mAtRkAbhedatantra.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00147,Sanskrit,Sanskrit > Religious Literature > Saiva (see also Philosophy / Saiva),Mrgendragama ( = Mrgendra-Tantra),"Mrgendragama ( = Mrgendra-Tantra) 1. Vidyapada: MrgT_1,1 - 1.13 [mula text], 3. Caryapada, with Narayanakantha's Vrtti, and 4. Yogapada (input by Dominic Goodall) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt) (pada index see below) MrgT_1,1 - 1,7.23, with Narayanakantha's Vrtti (input by Oliver Hellwig) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt) COMBINED MULA TEXT OF PADAS 1, 3 and 4 Pada index (also included in Cumulative Pada Index ) Download D. Goodall's files from Pondicherry server",8,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_mRgendrAgama.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_mRgendrAgama.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_mRgendrAgama.txt | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_mRgendrAgama1.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_mRgendrAgama1.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_mRgendrAgama1.txt | https://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/mrgt14iu.htm | http://apps.ifpindia.org/Electronic-Sanskrit-Texts-The-Texts-on-offer.html,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_mRgendrAgama.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_mRgendrAgama.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_mRgendrAgama.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_mRgendrAgama.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_mRgendrAgama.txt | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_mRgendrAgama1.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_mRgendrAgama1.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_mRgendrAgama1.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_mRgendrAgama1.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_mRgendrAgama1.txt | https://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/mrgt14iu.htm | https://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/saiva/mrgt14iu.htm | http://apps.ifpindia.org/Electronic-Sanskrit-Texts-The-Texts-on-offer.html,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00148,Sanskrit,Sanskrit > Religious Literature > Saiva (see also Philosophy / Saiva),Parasuramakalpasutra (input by Claudia Weber),Parasuramakalpasutra (input by Claudia Weber) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt),3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_parazurAmakalpasUtra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_parazurAmakalpasUtra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_parazurAmakalpasUtra.txt,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_parazurAmakalpasUtra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_parazurAmakalpasUtra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_parazurAmakalpasUtra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_parazurAmakalpasUtra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_parazurAmakalpasUtra.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00149,Sanskrit,Sanskrit > Religious Literature > Saiva (see also Philosophy / Saiva),Pasupatasutra (input by Reinhold Grünendahl),Pasupatasutra (input by Reinhold Grünendahl) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt),3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_pAzupatasUtra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_pAzupatasUtra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_pAzupatasUtra.txt,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_pAzupatasUtra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_pAzupatasUtra.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_pAzupatasUtra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_pAzupatasUtra.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_pAzupatasUtra.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00150,Sanskrit,Sanskrit > Religious Literature > Saiva (see also Philosophy / Saiva),Pasupatasutra with Kaundinya's Pancarthabhasya (input by Oliver Hellwig),Pasupatasutra with Kaundinya's Pancarthabhasya (input by Oliver Hellwig) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt),3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_pAzupatasUtra-comm.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_pAzupatasUtra-comm.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_pAzupatasUtra-comm.txt,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_pAzupatasUtra-comm.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_pAzupatasUtra-comm.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_pAzupatasUtra-comm.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_pAzupatasUtra-comm.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_pAzupatasUtra-comm.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00151,Sanskrit,Sanskrit > Religious Literature > Saiva (see also Philosophy / Saiva),Purusottamadeva: Ekaksarakosa (input by Oliver Hellwig),Purusottamadeva: Ekaksarakosa (input by Oliver Hellwig) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt),3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_puruSottamadeva-ekAkSarakoza.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_puruSottamadeva-ekAkSarakoza.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_puruSottamadeva-ekAkSarakoza.txt,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_puruSottamadeva-ekAkSarakoza.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_puruSottamadeva-ekAkSarakoza.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_puruSottamadeva-ekAkSarakoza.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_puruSottamadeva-ekAkSarakoza.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_puruSottamadeva-ekAkSarakoza.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
GRE-00152,Sanskrit,Sanskrit > Religious Literature > Saiva (see also Philosophy / Saiva),Samkara (attrib.): Saundaryalahari (input by Peter Schreiner),Samkara (attrib.): Saundaryalahari (input by Peter Schreiner) TEI-conformant XML Analytic Transformation (html) Plain Transformation (txt) (also included in Cumulative Pada Index ),3,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_zaMkara-saundaryalaharI.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_zaMkara-saundaryalaharI.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_zaMkara-saundaryalaharI.txt,https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_zaMkara-saundaryalaharI.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/sa_zaMkara-saundaryalaharI.xml | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_zaMkara-saundaryalaharI.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_zaMkara-saundaryalaharI.htm | https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/plaintext/sa_zaMkara-saundaryalaharI.txt,False,False,False,True,AUTO_DOWNLOAD_RESTRICTED_REVIEW,ITEM_LEVEL_RIGHTS_REVIEW_REQUIRED,Freeze every downloadable representation and assess contributor/source rights before public promotion.,https://gretil.sub.uni-goettingen.de/gretil.html
