slug,title_hk,language,status,parent_slug,author_slug,collections,source_present,source_title,source_publisher,source_year,metadata_license,header_license_text,rights_class,detected_license,acquisition_eligible,xml_present,text_present,xml_bytes,text_bytes,xml_sha256,text_sha256,xml_parse_valid,tei_xml_id,identity_match,structurally_analyzable,div_count,top_level_div_count,lg_count,line_count,paragraph_count,xml_id_count,duplicate_xml_id_count,first_div_n,last_div_n,first_block_id,last_block_id,parse_error
shrinamamauktikamala,श्रीनाममौक्तिकमाला,sa,p1,,,vishnustotrani,True,श्रीनाममौक्तिकमाला,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,9659,6742,bf65084fcbc1f3f022c77f491bd73ba627b7ca41d85fcc20b2d164b5029bae24,2a9d0ea6cd1e53205b05415f751a24c58d7518aad12b436b6646097fe3f064ea,True,shrinamamauktikamala,True,True,0,0,25,51,0,1,0,,,,,
shridashavataramangalashasanam,श्रीदशावतारमङ्गलाशासनम्,sa,p1,,,vishnustotrani,True,श्रीदशावतारमङ्गलाशासनम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,10446,7589,adbbddca96f1b8d264ef9ddc5198c50d8df3270232c6a8cb8f337e793489483b,803ae432c318980d046c45332fd7f5c18fe037cd538481cdd0ade087b4f1c8dd,True,shridashavataramangalashasanam,True,True,0,0,10,38,0,1,0,,,,,
shridashavatarastotram,श्रीदशावतारस्तोत्रम्,sa,p1,,,vishnustotrani,True,श्रीदशावतारस्तोत्रम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,5005,3068,c539c53795fe2a363198ef7969a3535f4a9162e0b5fd4a2e96009ec979116315,e403f966d7b0204b42880e4ad4e709e9fc94aaa32ebf83657c9ac7ff2dc48db6,True,shridashavatarastotram,True,True,0,0,7,22,0,1,0,,,,,
shriganeshanavaratnamala,श्रीगणेशनवरत्नमाला,sa,p1,,,ganeshastotrani,True,श्रीगणेशनवरत्नमाला,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,5087,2945,f8dcf1e5055471da60c5d71dbafc7227200bdd20eb0f40ab71e6b3cbaa330732,3f44c53ff0e1e9fb032797ae5b505737a07834565a11c892d7adbc01d2248d4e,True,shriganeshanavaratnamala,True,True,0,0,10,19,0,1,0,,,,,
shriganeshashtakam-2,श्रीगणेशाष्टकम् (२),sa,p1,,,ganeshastotrani,True,श्रीगणेशाष्टकम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,4547,2852,170614b9f6992a3f8d3ebf1e48cb2f6be82eb7604e983864c896092a22b626c0,2047c8f0f044d080819acd182d0f5905739b229627324dea9a6ea0600e1b6018,True,shriganeshashtakam,False,False,0,0,9,18,0,1,0,,,,,
shrivinayakastotram,श्रीविनायकस्तोत्रम्,sa,p1,,,ganeshastotrani,True,श्रीविनायकस्तोत्रम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,6438,4222,ba5229b084ef9e4545875b09a22bfc9133cc7a024c9fff012985f8d3decb1ad3,25f2a2dbda1ca4b2864a4a8c6100449ac32749f2859b2ba5997c3d10bbf303b9,True,shrivinayakastotram,True,True,0,0,9,34,0,1,0,,,,,
shrikrshnamangalam,श्रीकृष्णमङ्गलम्,sa,p1,,,krshnastotrani,True,श्रीकृष्णमङ्गलम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,6973,4816,a82f16ca01d604dcc09adcefe76f1d56a57198b6196db3473058dd7da4bc7129,b32b9c7cd9976a1098790acfac7501ee9aa0d1463e2d1ae34bf6bee9cb032054,True,shrikrshnamangalam,True,True,0,0,17,34,0,1,0,,,,,
shrikrshnastuti,श्रीकृष्णस्तुतिः,sa,p1,,,krshnastotrani,True,श्रीकृष्णस्तुतिः,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,9664,7131,abf1c27bb8c216dfaa6842ce79562381eb3e8a51fd6dda6c5a2e721253caf4db,55e710e22b538dab08022f6baba3da04ed12dcebb4978a8840d0ceea81c481d7,True,shrikrshnastuti,True,True,0,0,23,50,0,1,0,,,,,
shrivimshatyaksharidhyanam,श्रीविंशत्यक्षरीध्यानम्,sa,p1,,,krshnastotrani,True,श्रीविंशत्यक्षरीध्यानम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,2712,1411,c711ec5f5c23c03fcf4e03a295a469454c202114b497515ca3fbfa3285af84db,546b81239e0269e9dc3ef6fa00174a645411fd11ed6e810a1f7c38776e7dc17f,True,shrivimshatyaksharidhyanam,True,True,0,0,1,4,0,1,0,,,,,
shri-ashtaksharidhyanam,श्री अष्टाक्षरीध्यानम्,sa,p1,,,krshnastotrani,True,श्री अष्टाक्षरीध्यानम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,2691,1390,9a12eb9ed233bb2d05dbb6d83a7a795c4114c4ac1b271d9f94ca01543cbd9d7c,f308052895218baf26c9a6ed7c3ede0ddb571c5ef2ee38911faf1cb50514cc62,True,shri-ashtaksharidhyanam,True,True,0,0,1,4,0,1,0,,,,,
shrisarasvatistotram,श्रीसरस्वतीस्तोत्रम्,sa,p1,,,sarasvatistotrani,True,श्रीसरस्वतीस्तोत्रम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,4448,2895,008faa0f128df59a19517b41c90daf36232e3e3a013d643551233de06feac100,85b49775db9695ee11cc1c5b387d7aaf7c403b8fca6be3bafa70777e055aa982,True,shrisarasvatistotram,True,True,0,0,4,16,0,1,0,,,,,
shrisudarshanastotram,श्रीसुदर्शनस्तोत्रम् ,sa,p1,,,vishnustotrani,True,श्रीसुदर्शनस्तोत्रम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,7810,5532,c10e1652a0c4c26cb2360e6221238cc74a2b7d3f588bc58b84f735af15965aa9,6a70bdbff0abb03771204fdd8b4f6baf71b64ca30067ba758dea81284187be02,True,shrisudarshanastotram,True,True,0,0,19,38,0,1,0,,,,,
shriharyashtakam,श्रीहर्यष्टकम्,sa,p1,,,vishnustotrani,True,श्रीहर्यष्टकम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,5378,3449,7188a59ee06678c0423c5038364969d6c78afc5aa3faba53f81ff97a30f585c9,7ab42a372500e4051bf9f5594e9fe1f1eb7fb4a6b2d23239a9cd80326f84d1b1,True,shriharyashtakam,True,True,0,0,11,22,0,1,0,,,,,
shriagastyeshalingashtakam,श्रीअगस्त्येशलिङ्गाष्टकम्,sa,p1,,,shivastotrani,True,श्रीअगस्त्येशलिङ्गाष्टकम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,7972,5645,da1a4ee58407d533762dc41a69ad62b1103ef53177472237403bea319ab57e46,839402b144c6c84e665fe06ad6bb48a0dfbfb0b2904635ab344915b22f4b56ad,True,shriagastyeshalingashtakam,True,True,0,0,9,36,0,1,0,,,,,
shricidambaranatanam,श्रीचिदम्बरनटनम्,sa,p1,,,shivastotrani,True,श्रीचिदम्बरनटनम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,9047,6845,4e294c78cdf22c0c2dd93ebdf2d2cde7f6ee026aa6d2440fb911ed150f9a3c2a,c24ea59444cfaa42b3b57ba38043e98f56e044be6a16d446d9d090e68ffd026c,True,shricidambaranatanam,True,True,0,0,11,44,0,1,0,,,,,
shrimangalashlokaramayanam,श्रीमङ्गलश्लोकरामायणम्,sa,p1,,,ramastotrani,True,श्रीमङ्गलश्लोकरामायणम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,10740,7733,3de30722f3fa35ba7ff71f336d9d0e56c2293abbbf863b2438c9770e640529d1,461d07f9e63a2520da18f378f9fd3743563eb677e384a915cda130a968ce1d24,True,shrimangalashlokaramayanam,True,True,0,0,29,58,0,1,0,,,,,
shriramavarnamalikastotram,श्रीरामवर्णमालिकास्तोत्रम्,sa,p1,,,ramastotrani,True,श्रीरामवर्णमालिकास्तोत्रम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,26391,20547,a8076daeb53a813acdd52698ccd4e7b8cea08deed5045a587319a92849805a0f,249bf31d72cee7f9df1ad31dc44faa7588083be5c758dc45fda12a088c48136d,True,shriramavarnamalikastotram,True,True,0,0,51,203,0,1,0,,,,,
shriaghorashtakam,श्रीअघोराष्टकम्,sa,p1,,,shivastotrani,True,श्रीअघोराष्टकम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,8170,5397,d685f6bb398b005a6e470df9dea924f097f60492ef39af9f5c09419888257187,5f6a16db29ac3202402d2fa253367235f7fb3776275b68b89dad239749adfc78,True,shriaghorashtakam,True,True,0,0,8,31,0,1,0,,,,,
shrivinayakastavaraja,श्रीविनायकस्तवराजः,sa,p1,,,ganeshastotrani,True,श्रीविनायकस्तवराजः,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,9202,6293,b572444291f8db3b4bd6bf90d1cd03aec1eb5945e9257883758ad978915363c6,63c34986dacd4e4f28423b584c16226ce879574e1b67ea29693422d4d3bef2c1,True,shrivinayakastavaraja,True,True,0,0,22,45,0,1,0,,,,,
shrishivastotram-2,श्रीशिवस्तोत्रम् (२),sa,p1,,,shivastotrani,True,श्रीशिवस्तोत्रम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,3671,2065,fa26cdeebb9ce1e96674728d7f6e7d22483b063b66490658088b85db5b5c4b8e,6f083b3050cc6e2a99dc22658a49f19a80376dba310798f90a0b3fd134ebf7ee,True,shrishivastotram,False,False,0,0,4,16,0,1,0,,,,,
shridashashloki,श्रीदशश्लोकी,sa,p1,,,shivastotrani,True,श्रीदशश्लोकी,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,6728,4505,93fe304cea89a0e13d3c0913355c48113105e0a5fbc001bcb63c6d5a078f8cc4,480bc63d3a47a7cfab9a84cd5d4bb796177905f4240086aa246d2313cc6d0acf,True,shridashashloki,True,True,0,0,10,40,0,1,0,,,,,
shricidambarapancacamarastotram,श्रीचिदम्बरपञ्चचामरस्तोत्रम्,sa,p1,,,shivastotrani,True,श्रीचिदम्बरपञ्चचामरस्तोत्रम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,7219,5122,3934107096b126a8fc641c3b593b94abf6be0b1d99318954db918beed4235df7,4b861c92bc515b3a9ad416214a5dd12d79302309a2785450cb9f15b31d834490,True,shricidambarapancacamarastotram,True,True,0,0,10,40,0,1,0,,,,,
shrikalahastishvarashtakam-1,श्रीकालहस्तीश्वराष्टकम् (१),sa,p1,,,shivastotrani,True,श्रीकालहस्तीश्वराष्टकम् (१),Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,6002,3936,f6d09884a89214cb71daff6bc38d56a98fb2d1ad277b851c9e5a12ab25a89f50,96692cc384782fe56cd5f759a597148a853a4475abc1b1e6d606328d54984e95,True,shrikalahastishvarashtakam-1,True,True,0,0,8,32,0,1,0,,,,,
shrishankarakavacam,श्रीशङ्करकवचम्,sa,p1,,,shivastotrani,True,श्रीशङ्करकवचम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,18763,14471,48d26f704e76bbbae39eebdb9edec50b4f4d9e9032ac7308e79ec332b5ab61c4,b4c812dc99b6a08b7633fcf55391b423284002b8d7f19df5b4259fd8d0fcfc8b,True,shrishankarakavacam,True,True,0,0,55,117,0,1,0,,,,,
shrikalahastishvarastotram,श्रीकालहस्तीश्वरस्तोत्रम्,sa,p1,,,shivastotrani,True,श्रीकालहस्तीश्वरस्तोत्रम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,4898,3060,50b91ae45107a23ee506f0ded0aadc3d98cae340183a396648a48cc7566bf674,a0140d1eda2f237633a25b0b4b80c46906221e3c3cef411bef17dc4f30e9d938,True,shrikalahastishvarastotram,True,True,0,0,5,20,0,1,0,,,,,
shritandavastotram-2,श्रीताण्डवस्तोत्रम् (२),sa,p1,,,shivastotrani,True,श्रीताण्डवस्तोत्रम् (२),Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,4145,2470,80c491955039a919c3b61855e8c0100483fda6b76a3ffd3ea5a123b48d05ff3e,450ef21355f6b3fbbb1086c733b3af61089293c92cbd59835b974e6c175cdf37,True,shritandavastotram-2,True,True,0,0,5,16,0,1,0,,,,,
shriramakarnamrtam,श्रीरामकर्णामृतम्,sa,p1,,,ramastotrani,True,श्रीरामकर्णामृतम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,48388,38487,605a6c2180cdb69af6797c0f01baf64ad8d1f262909b6c8be814d51f936e46d8,da95d3a03877b810db639a95e33605430f9ad00b5bddcf0f0e8914bcded3533b,True,shriramakarnamrtam,True,True,0,0,100,380,0,1,0,,,,,
shriaparadhastava,श्रीअपराधस्तवः,sa,p1,,,shivastotrani,True,श्रीअपराधस्तवः,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,21875,17780,63dd24159e2073defa9761598d8a5192ca6997a9ef39d8585ed48a587e09556d,e67e48a15a9a0a4d665e58ef54350b4e9735a524720b688549c73a730b51696d,True,shriaparadhastava,True,True,0,0,32,128,0,1,0,,,,,
shricandramaulipancakam-1,श्रीचन्द्रमौलिपञ्चकम् (१),sa,p1,,,shivastotrani,True,श्रीचन्द्रमौलिपञ्चकम् (१),Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,4654,2920,365496eb7bee52060d2188a329a67f3ed971e0df00fb82d4ba8ee743214adb08,f452932f0c7e7126a61f5c5688bf3c22ba5886c52a72fd0d0ca42db6f132764b,True,shricandramaulipancakam-1,True,True,0,0,5,20,0,1,0,,,,,
shricandramaulipancakam-2,श्रीचन्द्रमौलिपञ्चकम् (२),sa,p1,,,shivastotrani,True,श्रीचन्द्रमौलिपञ्चकम् (२),Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,4720,2989,350d821341c2e3caac4e385e0d9e64e71fb0623da94b24884aca470155040fe2,e41032d388b97065397f7710f5f38ef77b63527a17b9f2633217b3b05f674858,True,shricandramaulipancakam-2,True,True,0,0,5,20,0,1,0,,,,,
shrimahadevastuti,श्रीमहादेवस्तुतिः,sa,p1,,,shivastotrani,True,श्रीमहादेवस्तुतिः,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,8700,6242,2c803f73fbed1c2f4bd8886def5ded532b41b3c53acb90e16917feadbdc5fbe4,a7e809e35d66c483e5acf7bd5afe39e0d9ced146cc7c856d8551b793509ff8b9,True,shrimahadevastuti,True,True,0,0,22,45,0,1,0,,,,,
shriciranjiviramayanam,श्रीचिरञ्जीविरामायणम्,sa,p1,,,ramastotrani,True,श्रीचिरञ्जीविरामायणम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,6235,4231,5d68facbd620f8352aeeb37c9b68ae0c77741947a8cbb06a80cbb842840b363a,e2c83bc6bba01b6e728b545734e0da2b9792df4fca271b2f9aaf3889b3a21cbd,True,shriciranjiviramayanam,True,True,0,0,6,24,0,1,0,,,,,
shriramaksharamalastotram,श्रीरामाक्षरमालास्तोत्रम्,sa,p1,,,ramastotrani,True,श्रीरामाक्षरमालास्तोत्रम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,9082,5652,baa6be2b612d5b34d799e3d4bd17c744bd600a22d95217a6465c25b639ac0220,e7cba324aad107dff49b92b3bab9ba6e95670ce1f4ca79cbf2e52fffead14b3f,True,shriramaksharamalastotram,True,True,0,0,14,47,0,1,0,,,,,
shriraghavastotram,श्रीराघवस्तोत्रम्,sa,p1,,,ramastotrani,True,श्रीराघवस्तोत्रम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,6866,4717,09d92ecdc2498e53e41e448221ceb8e0c8c5b88d1813ad0e1d71bdefa6b22de0,3faca3b77bbdb3e7a00523176336c84ba0edcd3a01abbbe8683c27e686b7548e,True,shriraghavastotram,True,True,0,0,17,34,0,1,0,,,,,
shriramastava,श्रीरामस्तवः,sa,p1,,,ramastotrani,True,श्रीरामस्तवः,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,5948,3881,156394e2c375502dac6f975884cb611671020aa636857729c1451ecd648908ba,5a32a5c13a31ce4c817e075821c2e646b6e7200a94631fa165633cc32c560c33,True,shriramastava,True,True,0,0,9,36,0,1,0,,,,,
shrivenkateshastotram-2,श्रीवेङ्कटेशस्तोत्रम् (२),sa,p1,,,venkateshastotrani,True,श्रीवेङ्कटेशस्तोत्रम् (२),Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,18924,15005,4680063fb379ea08b43a9094b05e3f1321adb0dc93d338520813ef70d68e0972,28493c85d421c0a13992a4e25f995dd2ced19eb5cf0cc05ad37cba37ddafc004,True,shrivenkateshastotram-2,True,True,0,0,30,117,0,1,0,,,,,
shriramaprapattishatakam,श्रीरामप्रपत्तिशतकम्,sa,p1,,,ramastotrani,True,श्रीरामप्रपत्तिशतकम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,53434,41719,29532e01d60f6467f9ab31e472d0456d5186e0529c96d244ff5547dfcc1e6c2e,af605b16d04ae2c72ccba528db6e7746b6ce896cb8e0a251c3f6ae8ba05b8858,True,shriramaprapattishatakam,True,True,0,0,111,438,0,1,0,,,,,
shriparvatimanasastotram,श्रीपार्वतीमानसस्तोत्रम्,sa,p1,,,devistotrani,True,श्रीपार्वतीमानसस्तोत्रम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,12575,9479,191977ebeb8bbff202da24b3196c65021a2ecc84bcf3018952adadca1c5626ce,488127af2f04c49f2d3ce929b7a7d0153960bdc799156872ed73168f375ac202,True,shriparvatimanasastotram,True,True,0,0,16,64,0,1,0,,,,,
shrishivastotram-1,श्रीशिवस्तोत्रम् (१),sa,p1,,,shivastotrani,True,श्रीशिवस्तोत्रम् (१),Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,8953,6222,eabcd0d2cc290912fd19effce0ffe971e020636c17cc47873802af7b0a55d922,50f5b3d01296afe86780e1cb7879936ea3012c576aa24ae22374df29f27364fb,True,shrishivastotram-1,True,True,0,0,21,42,0,1,0,,,,,
shrigopalastotram,श्रीगोपालस्तोत्रम्,sa,p1,,,krshnastotrani,True,श्रीगोपालस्तोत्रम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,6022,3946,cebd87201320c81d78d4f274f36204c49e08cc46dfcf3dfd28ef6916d38b0eaa,86bc29c67e860f04c26d4bc45ae97f467a95067fda9a3ec1ebbebdee67e67c21,True,shrigopalastotram,True,True,0,0,9,36,0,1,0,,,,,
shriganapatimantraksharavali,श्रीगणपतिमन्त्राक्षरावलिः,sa,p1,,,ganeshastotrani,True,श्रीगणपतिमन्त्राक्षरावलिः,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,13176,8866,21e5909392249ecca6677410c30d70323402d886975df807df2b865697fd9e6d,0014abc7b9f0d9fcf46f959ee6b604d203a9c822fd0e708064305c25a9f239b8,True,shriganapatimantraksharavali,True,True,0,0,32,65,0,1,0,,,,,
shriganeshashtakam-1,श्रीगणेशाष्टकम् (१),sa,p1,,,ganeshastotrani,True,श्रीगणेशाष्टकम् (१),Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,6229,3812,1f3c7f5c90580b2541a9574eeabd52eabb3a8cf531bb57f264ca785be5a98ca0,282f1ff989cd5e8fa07dc47596c0d57323afe17585474e6c23de958c5e7d2715,True,shriganeshashtakam-1,True,True,0,0,8,32,0,1,0,,,,,
shrividyaganeshashtottarashatanamastotram,श्रीविद्यागणेशाष्टोत्तरशतनामस्तोत्रम्,sa,p1,,,ganeshastotrani,True,श्रीविद्यागणेशाष्टोत्तरशतनामस्तोत्रम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,10838,7447,535eb697d8a6e7e407ab696eb2a4518cd2226efa6a27385102060f40718398c6,af4671bea73ab476a2fa2f66ea0416ffea7fc526ef7ae1b0aa0fc782e411caa1,True,shrividyaganeshashtottarashatanamastotram,True,True,0,0,25,51,0,1,0,,,,,
shrimalayarajastuti,श्रीमलयराजस्तुतिः,sa,p1,,,shivastotrani,True,श्रीमलयराजस्तुतिः,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,25292,19898,69b39f6346a3f9899d2b0fca6dda46fc7c06a66a17032ababd305a38a440cd6c,a97fa0a573636ca84361f3414838e82efdfd234a103d9441b5b6b36e13c36eac,True,shrimalayarajastuti,True,True,0,0,72,144,0,1,0,,,,,
shrimatrbhuteshvarastotram,श्रीमातृभूतेश्वरस्तोत्रम्,sa,p1,,,shivastotrani,True,श्रीमातृभूतेश्वरस्तोत्रम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,8532,6190,60283ae39642b8d0acee7aefef99fe7402a658a0ee9e56f2a56b5850f2442768,805d8da8564f660327107ea953dba94f45ad5edeb91b2df43ea6a8f7db45cdc5,True,shrimatrbhuteshvarastotram,True,True,0,0,13,49,0,1,0,,,,,
shritandavastotram-1,श्रीताण्डवस्तोत्रम् (१),sa,p1,,,shivastotrani,True,श्रीताण्डवस्तोत्रम्,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,11540,8103,8779f1223d755ec804531dfcc9402206fcea5524a48906f8c9e205251b3d1324,6bdf84a7d8397339c766dcc93a369c61722efcf6455f5256a749af96eaf0825a,True,shritandavastotram,False,False,0,0,20,82,0,1,0,,,,,
shriramanamastuti,श्रीरामनामस्तुतिः,sa,p1,,,ramastotrani,True,श्रीरामनामस्तुतिः,Government Oriental Manuscripts Library,1961,,Distributed by Ambuda under a Creative Commons CC0 1.0 Universal Licence (public domain),ELIGIBLE_OPEN_EXPLICIT,CC0-1.0,True,True,True,4140,2376,7de290eb543aed049c40ffd72b5e387f5f714be97e38d5c5af068cdd251e2357,6cb9d6c407a7d3a57dde1891df0f6f0aa2b780b3a05f17f4ddf2f59da84d4aaa,True,shriramanamastuti,True,True,0,0,5,18,0,1,0,,,,,
