project_madurai_id,work_number,title,author,genre,language,pdf_urls,unicode_urls,agent_can_download_now,acquisition_route,public_use_status,permission_contact,next_action,catalogue_source_url
PM-111-0184,111,சிலப்பதிகாரம் /பாகம் 3 /வஞ்சிக்காண்டம்,இளங்கோ அடிகள்,காப்பியம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0111_02.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0111_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-112-0185,112,கோதை நாச்சியார் தாலாட்டு,,சமயம் - வைணவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0112.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0112.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-113-0186,113,வடமலை நிகண்டு,ஈஸ்வர பாரதி,இலக்கணம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0113.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0113.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-114-0187,114,உண்மை நெறி விளக்கம்,உமாபதி சிவம்,சைவ சித்தாந்தம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0114.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0114.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-114-0188,114,கொடிக்கவி,உமாபதி சிவம்,சைவ சித்தாந்தம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0114.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0114.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-114-0189,114,போற்றீப்பஃறொடை,உமாபதி சிவம்,சைவ சித்தாந்தம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0114.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0114.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-115-0190,115,சிவப்பிரகாசம்,உமாபதி சிவம்,சைவ சித்தாந்தம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0115.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0115.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-115-0191,115,நெஞ்சு விடு தூது,உமாபதி சிவம்,சைவ சித்தாந்தம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0115.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0115.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-115-0192,115,வினா வெண்பா,உமாபதி சிவம்,சைவ சித்தாந்தம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0115.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0115.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-116-0193,116,"(மூவருலா) விக்கிரம சோழனுலா, குலோத்துங்க சோழனுலா & இராசராச சோழனுலா /இராசேந்திர சோழனுலா",ஒட்டக்கூத்தர்,பிரபந்தம் - உலா,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0116.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0116.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-117-0194,117,இருபதாம் நூற்றாண்டு ஈழத்தமிழ் இலக்கியம்,மௌனகுரு; சித்ரலேகா; நூமான்,இலக்கிய வரலாறு,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0117.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0117.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-118-0195,118,சூடாமணி நிகண்டு,மண்டல புருடர்,இலக்கணம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0118.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0118.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-119-0196,119,பரத சேனாபதீயம்,,கலை சார்ந்த நூல்கள்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0119.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0119.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-120-0197,120,திருஉந்தியார்,உய்யவந்ததேவ நாயனார்,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0120.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0120.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-120-0198,120,திருக்களிற்றுப்படியார்,,சைவ சித்தாந்தம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0120.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0120.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-121-0199,121,முத்தொள்ளாயிரம்,,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0121.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0121.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-122-0200,122,காகம் கலைத்த கனவு,சோலைக்கிளி,கட்டுரைகள்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0122.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0122.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-123-0201,123,கலிங்கத்துப்பரணி,செயங்கொண்டார்,பிரபந்தம் - பரணி,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0123.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0123.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-124-0202,124,திருவருட்பா /திருமுறை 3 (பாடல்கள்1959 -2570),இராமலிங்க அடிகள்,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0124.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0124.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-125-0203,125,திருவருட்பா /திருமுறை 4 (பாடல்கள்2571 - 3028),இராமலிங்க அடிகள்,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0125.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0125.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-126-0204,126,திருமுறை 11-1 /பாசுரங்கள்,திருஆலவாய் உடையார்,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0126.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0126.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-126-0205,126,திருமுறை 11-1 /பாசுரங்கள்,காரைக்கால் அம்மையார்,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0126.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0126.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-126-0206,126,திருமுறை 11-1 /பாசுரங்கள்,ஐயடிகள் காடவர்கோன் நாயனார்,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0126.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0126.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-126-0207,126,திருமுறை 11-1 /பாசுரங்கள்,சேரமான் பெருமாள் நாயனார்,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0126.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0126.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-126-0208,126,திருமுறை 11-1 /பாசுரங்கள்,நக்கீரதேவ நாயனார்,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0126.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0126.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-126-0209,126,திருமுறை 11-1 /பாசுரங்கள்,கல்லாடதேவ நாயனார்,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0126.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0126.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-126-0210,126,திருமுறை 11-1 /பாசுரங்கள்,பரணதேவ நாயனார்,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0126.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0126.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-126-0211,126,திருமுறை 11-1 /பாசுரங்கள்,இளம்பெருமான் அடிகள்,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0126.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0126.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-126-0212,126,திருமுறை 11-1 /பாசுரங்கள்,அதிராவடிகள்,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0126.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0126.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-127-0213,127,திருமுறை 11-2 /பாசுரங்கள்,பட்டினத்துப் பிள்ளையார்,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0127.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0127_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0127_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-127-0214,127,திருமுறை 11-2 /பாசுரங்கள்,நம்பியாண்டார் நம்பி,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0127.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0127_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0127_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-128-0215,128,திருவருட்பா /திருமுறை 5 (பாடல்கள் 3029-3266),இராமலிங்க அடிகள்,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0128.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0128.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-129-0216,129,பிரபந்தத்திரட்டு - பகுதி 1,தி. மீனாட்சிசுந்தரம் பிள்ளை,பிரபந்தத் திரட்டு,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0129.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0129.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-130-0217,130,திருவருட்பா /திருமுறை 6.1 (பாடல்கள் 3267 -3871),இராமலிங்க அடிகள்,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0130.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0130.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-131-0218,131,சிறுகதைத் தொகுப்பு- 1,இரா. கார்த்திகேசு,சிறுகதைகள் - தொகுப்பு,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0131.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0131.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-132-0219,132,மகா பரத சூடாமணி,,கலை - நாடகம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0132.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0132.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-133-0220,133,சங்கற்ப நிராகரணம்,உமாபதி சிவம்,சைவ சித்தாந்தம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0133.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0133.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-134-0221,134,பாண்டிய; சோழ; விஜயநகர அரசர் மெய்கீர்த்திகள்,,ஒளைச் சுவடி நூல்கள்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0134.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0134.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-135-0222,135,திருவருட்பா /திருமுறை 6.2 (பாடல்கள் 3872 - 4614),இராமலிங்க அடிகள்,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0135_01.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0135_02.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0135_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0135_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-135-0223,135,திருவருட்பா /தனிப்பாடல்கள்,இராமலிங்க அடிகள்,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0135_01.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0135_02.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0135_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0135_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-136-0224,136,திருவருட்பா /திருமுறை 2.2 (பாடல்கள் 1007 - 1958),இராமலிங்க அடிகள்,சமயம் - சைவம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0136.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0136_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0136_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-137-0225,137,சோமேசர் முதுமொழி வெண்பா,சிவஞான முனிவர்,பிரபந்தம் - வெண்பா,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0137_01.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0137_02.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0137_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0137_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-137-0226,137,நீதி வெண்பா,,சைவ சித்தாந்தம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0137_01.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0137_02.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0137_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0137_02.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-138-0227,138,நால்வர் நான்மணி மாலை,துறைமங்கலம் சிவப்பிரகாச சுவாமிகள்,பிரபந்தம் - மாலை,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0138.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0138.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-139-0228,139,நன்னெறி,துறைமங்கலம் சிவப்பிரகாச முனிவர்,நீதி நூல்கள்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0139.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0139.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-139-0229,139,வெற்றிவேற்கை,அதிவீரராம பாண்டியன்,நீதி நூல்கள்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0139.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0139.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-140-0230,140,சிறுகதைத் தொகுப்பு-2,இரா. கார்த்திகேசு,சிறுகதைகள் - தொகுப்பு,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0140.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0140.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-141-0231,141,மணிமேகலை,சீத்தலைச்சாத்தனார்,காப்பியம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0141.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0141.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-142-0232,142,நந்திக்கலம்பகம்,,பிரபந்தம் - கலம்பகம்,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0142.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0142.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
PM-143-0233,143,கலேவலா - உரைநடையில் கலேவலா,உதயணன்,காவியம்; மொழிபெயர்ப்பு,Tamil,https://projectmadurai.org/pm_etexts/pdf/pm0143_01.pdf | https://projectmadurai.org/pm_etexts/pdf/pm0143_02.pdf,https://projectmadurai.org/pm_etexts/utf8/pmuni0143_01.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0143_02.html | https://projectmadurai.org/pm_etexts/utf8/pmuni0143_03.html,True,AUTO_DOWNLOAD_PERMISSION_BEFORE_REDISTRIBUTION,CONTACT_PROJECT_COORDINATORS_AND_RETAIN_HEADERS,pmadurai@gmail.com,Freeze all available formats; preserve each header; request confirmation before Devam online redistribution and commercial use.,https://projectmadurai.org/pmworks.html
