queue_id,source_record_id,record_type,title,provider,planning_bucket,priority,primary_route,source_url,rights_clearance_status,status_basis,manual_note,done_definition
AQ-00627,GRE-00003,DISCOVERED_ITEM,Rgveda-Khilani (input by Muneo Tokunaga),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00628,GRE-00004,DISCOVERED_ITEM,Atharvaveda (input by …),GRETIL,D_PERMISSION_EMAIL_OR_LICENCE,P0,PERMISSION_OR_ACCOUNT_REQUIRED,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00629,GRE-00005,DISCOVERED_ITEM,"Atharvaveda-Samhita, Saunaka recension (input by Vladimir Petr and Petr Vavrousek, in cooperation with Jost Gippert, Arlo Griffiths and Philipp Kubisch)",GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00630,GRE-00006,DISCOVERED_ITEM,"Atharvaveda-Samhita, Paippalada recension (input by Arlo Griffiths, Thomas Zehnder, Philipp Kubisch, Duccio Lelli, Alexander Lubotsky, Carmen Spiers, and Michael Witzel)",GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00631,GRE-00007,DISCOVERED_ITEM,Samaveda (input by Anshuman Pandey),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00632,GRE-00008,DISCOVERED_ITEM,Kathaka-Samhita (input by …),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00633,GRE-00009,DISCOVERED_ITEM,Maitrayani-Samhita (input by TITUS),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00634,GRE-00010,DISCOVERED_ITEM,Taittiriya-Samhita (input by …),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00635,GRE-00011,DISCOVERED_ITEM,Vajasaneyi-Samhita (input by …),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00636,GRE-00012,DISCOVERED_ITEM,Aitareya-Brahmana (input by …),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00637,GRE-00013,DISCOVERED_ITEM,Gopatha-Brahmana (input by Arlo Griffiths),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00638,GRE-00014,DISCOVERED_ITEM,"Gopatha-Brahmana 1,1.1-1,3.6 [alternative version] (input by Oliver Hellwig)",GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00639,GRE-00015,DISCOVERED_ITEM,Jaiminiya-Brahmana (input by …),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00640,GRE-00016,DISCOVERED_ITEM,Jaiminiya-Upanisad-Brahmana [Talavakara-Brahmana] (input by …),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00641,GRE-00017,DISCOVERED_ITEM,Kathaka-Brahmana [remnants] (input by …),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00642,GRE-00018,DISCOVERED_ITEM,Kausitaki-Brahmana [or Sankhayana-Brahmana] (input by Muneo Tokunaga),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00643,GRE-00019,DISCOVERED_ITEM,Mantra-Brahmana [Chandogya-Brahmana] (input by …),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00644,GRE-00020,DISCOVERED_ITEM,"Pancavimsa-Brahmana [Tandya-Maha-Brahmana] (input by Martin Kümmel, Arlo Griffiths and Masato Kobayashi)",GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00645,GRE-00021,DISCOVERED_ITEM,"Satapatha-Brahmana, Madhyamdina recension (input by John Robert Gardner)",GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00646,GRE-00022,DISCOVERED_ITEM,Taittiriya-Brahmana (input by …),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00647,GRE-00023,DISCOVERED_ITEM,Vamsa-Brahmana [Kauthuma] (input by …),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00648,GRE-00024,DISCOVERED_ITEM,Kathaka-Aranyaka [Brahmana-sections] (input by …),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00649,GRE-00025,DISCOVERED_ITEM,Sankhayana-Aranyaka (input by Martin Joachim Kümmel),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00650,GRE-00026,DISCOVERED_ITEM,Taittiriya-Aranyaka (input by …),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00651,GRE-00027,DISCOVERED_ITEM,"Aitareya-Upanisad [RV], with comm. ascribed to Samkara (input by members of the Sansknet project)",GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00652,GRE-00028,DISCOVERED_ITEM,"Brhadaranyaka-Upanisad [YV/Sukla, Kanva recension], with comm. ascribed to Samkara (input by members of the Sansknet project)",GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00653,GRE-00029,DISCOVERED_ITEM,"Chandogya-Upanisad [SV], with comm. ascribed to Samkara (input by members of the Sansknet project)",GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00654,GRE-00030,DISCOVERED_ITEM,"Isa-Upanisad [YV/Sukla], with comm. ascribed to Samkara (input by members of the Sansknet project)",GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00655,GRE-00031,DISCOVERED_ITEM,Katha-Upanisad [YV/Krsna] (input by Vienna University Student Team),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00656,GRE-00032,DISCOVERED_ITEM,Kausitaki-Upanisad [RV] (input by …),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00657,GRE-00033,DISCOVERED_ITEM,Kena-Upanisad [SV] (input by …),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00658,GRE-00034,DISCOVERED_ITEM,Maha-Narayana-Upanisad [YV/Krsna] (input by …),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00659,GRE-00035,DISCOVERED_ITEM,Maitrayaniya-Upanisad [YV/Krsna] (input by …),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00660,GRE-00036,DISCOVERED_ITEM,"Mandukya-Upanisad [AV], with Gaudapada's Karika and comm. (input by members of the Sansknet project)",GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00661,GRE-00037,DISCOVERED_ITEM,"Mandukya-Upanisad [AV], alternative version (input by Jeff Samuels)",GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00662,GRE-00038,DISCOVERED_ITEM,Mundaka-Upanisad [AV] (input by …),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00663,GRE-00039,DISCOVERED_ITEM,"Prasna-Upanisad [AV/Pai], with comm. ascribed to Samkara (input by members of the Sansknet project)",GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00664,GRE-00040,DISCOVERED_ITEM,Sivasamkalpa-Upanisad (input by Maximilian Mehner),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00665,GRE-00041,DISCOVERED_ITEM,"Svetasvatara-Upanisad [YV/Krsna] (input by S. H., proofread by John Manetta)",GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00666,GRE-00042,DISCOVERED_ITEM,Svetasvatara-Upanisad [YV/Krsna (alternative version)] (input by Jan Brzezinski),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00667,GRE-00043,DISCOVERED_ITEM,Taittiriya-Upanisad [YV/Krsna] with Samkarabhasya (input by Ivan Andrijanić),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00668,GRE-00044,DISCOVERED_ITEM,Brahmabindu-Upanisad [Brahmabindupanisad] (input by Oliver Hellwig),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00669,GRE-00045,DISCOVERED_ITEM,Garbha-Upanisad [Garbhopanisad] (input by Oliver Hellwig),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00670,GRE-00046,DISCOVERED_ITEM,Kaivalya-Upanisad [Kaivalyopanisad] (original input by Anshuman Pandey),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00671,GRE-00047,DISCOVERED_ITEM,Nadabindu-Upanisad [Nadabindupanisad] (input by Oliver Hellwig),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00672,GRE-00048,DISCOVERED_ITEM,Sira-Upanisad [Atharvasira-Upanisad] (input by Oliver Hellwig),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00673,GRE-00049,DISCOVERED_ITEM,Amrtabindu-Upanisad | Aruneya-Upanisad | Atma-Upanisad | Brahma-Upanisad | Parama-Upanisad | Tejabindu-Upanisad,GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00674,GRE-00050,DISCOVERED_ITEM,Apastamba,GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00675,GRE-00051,DISCOVERED_ITEM,Asvalayana-Srautasutra (input by Muneo Tokunaga),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00676,GRE-00052,DISCOVERED_ITEM,Baudhayana | Hiranyakesi | Katyayana (6),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00677,GRE-00053,DISCOVERED_ITEM,Sankhayana-Srautasutra (input by Muneo Tokunaga),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00678,GRE-00054,DISCOVERED_ITEM,Vaikhanasa (1-9),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00679,GRE-00055,DISCOVERED_ITEM,Vaitana-Srautasutra ( = Vaitanasutra) (input by Arlo Griffiths),GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00680,GRE-00056,DISCOVERED_ITEM,"Apastamba-Sulbasutra, with commentaries of Kapardi, Karavinda and Sundararaja (input by members of the Sansknet project)",GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00681,GRE-00057,DISCOVERED_ITEM,Agnivesya | Apastamba,GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,No complete official carrier set is available in the frozen source evidence.,,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
AQ-00682,GRE-00058,DISCOVERED_ITEM,"Apastamba-Grhyasutra, with Haradatta's Anakula and Sudarsana's Tatparyadarsana (input by members of the Sansknet project)",GRETIL,A_AGENT_CAN_DOWNLOAD_OR_INDEX,P0,AUTO_DOWNLOAD_RESTRICTED_REVIEW,https://gretil.sub.uni-goettingen.de/gretil.html,ITEM_RIGHTS_REVIEW_PENDING,"Carrier acquisition and QA passed; rights, expected structure and content indexing are unfinished.",,Exact item payload acquired; fixity/format QA passed; intended-use rights resolved; expected structure reconciled; content search index verified.
